MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID,results
999,999,167.5964826,16.52007214,time pressure,999-999-167.5964826-16.52007214,1
761,766,57.73727862,9.531509343,interruption,761-766-57.73727862-9.531509343,1
720,713,74.21235155,21.89001615,no stress,720-713-74.21235155-21.89001615,0
803,805,101.1076281,12.13803892,interruption,803-805-101.1076281-12.13803892,1
827,840,121.3784836,11.4346485,no stress,827-840-121.3784836-11.4346485,0
988,995,114.77424309999999,22.81716107,interruption,988-995-114.7742431-22.81716107,1
1029,1032,109.02388959999999,22.28522937,no stress,1029-1032-109.0238896-22.28522937,0
833,835,61.36788103,12.17236999,time pressure,833-835-61.36788103-12.17236999,1
694,691,38.48563771,9.159204858999999,no stress,694-691-38.48563771-9.159204859,0
760,756,81.26834951,23.29832682,interruption,760-756-81.26834951-23.29832682,1
934,942,86.17119461,14.94781308,time pressure,934-942-86.17119461-14.94781308,1
1060,1073,85.15811678,11.35886549,time pressure,1060-1073-85.15811678-11.35886549,1
952,951,118.01533,15.83657053,no stress,952-951-118.01533-15.83657053,0
1082,1088,148.40224990000002,19.74655227,interruption,1082-1088-148.4022499-19.74655227,1
848,853,51.11826524,13.4967867,no stress,848-853-51.11826524-13.4967867,0
845,847,58.03075524,19.2978665,time pressure,845-847-58.03075524-19.2978665,1
730,736,90.98961621,12.02014008,no stress,730-736-90.98961621-12.02014008,0
893,915,115.0487291,18.13615678,time pressure,893-915-115.0487291-18.13615678,1
880,883,84.07622189,13.80069289,no stress,880-883-84.07622189-13.80069289,0
786,788,83.34058881,26.29263831,interruption,786-788-83.34058881-26.29263831,1
715,711,71.81542978,22.42032544,interruption,715-711-71.81542978-22.42032544,1
770,772,63.83813281,9.711994139,interruption,770-772-63.83813281-9.711994139,1
755,789,123.8472722,14.57112671,no stress,755-789-123.8472722-14.57112671,0
644,653,164.3663455,16.58289665,no stress,644-653-164.3663455-16.58289665,0
734,729,79.81094307,20.80952563,interruption,734-729-79.81094307-20.80952563,1
779,783,53.41764622,13.10256869,no stress,779-783-53.41764622-13.10256869,0
741,733,197.2157497,16.58511187,interruption,741-733-197.2157497-16.58511187,1
941,917,170.3671061,19.19918934,time pressure,941-917-170.3671061-19.19918934,1
771,768,45.3727714,11.000117900000001,no stress,771-768-45.3727714-11.0001179,0
780,728,153.9905271,13.72060692,no stress,780-728-153.9905271-13.72060692,0
683,669,203.771539,13.96797473,no stress,683-669-203.771539-13.96797473,0
709,677,137.64993159999997,13.17369286,no stress,709-677-137.6499316-13.17369286,0
1193,1206,312.42506789999993,17.70774133,interruption,1193-1206-312.4250679-17.70774133,1
944,958,91.85777628,13.14384753,interruption,944-958-91.85777628-13.14384753,1
830,839,70.52678003,12.4073729,no stress,830-839-70.52678003-12.4073729,0
712,681,225.73110930000004,14.44234448,no stress,712-681-225.7311093-14.44234448,0
701,691,72.35949897,20.41347322,no stress,701-691-72.35949897-20.41347322,0
908,861,317.3924336,18.0639216,no stress,908-861-317.3924336-18.0639216,0
925,919,67.01355956,12.08124705,no stress,925-919-67.01355956-12.08124705,0
1157,1190,404.0473911,18.07818964,time pressure,1157-1190-404.0473911-18.07818964,1
885,882,63.76898108,11.1705401,no stress,885-882-63.76898108-11.1705401,0
973,976,152.6045326,22.14446646,interruption,973-976-152.6045326-22.14446646,1
771,775,43.3022401,9.552155351,interruption,771-775-43.3022401-9.552155351,1
934,948,93.31410799999999,12.38797313,interruption,934-948-93.314108-12.38797313,1
806,804,62.29693872,13.68674122,interruption,806-804-62.29693872-13.68674122,1
753,738,110.7744312,10.41159042,no stress,753-738-110.7744312-10.41159042,0
1067,1072,100.4061122,20.70641506,time pressure,1067-1072-100.4061122-20.70641506,1
733,736,62.45587072,10.20534522,no stress,733-736-62.45587072-10.20534522,0
832,833,60.96933272,18.44606403,time pressure,832-833-60.96933272-18.44606403,1
926,911,125.271828,14.97096701,no stress,926-911-125.271828-14.97096701,0
794,791,49.37591299,12.13811544,no stress,794-791-49.37591299-12.13811544,0
1191,1087,309.7656852,14.79157716,interruption,1191-1087-309.7656852-14.79157716,1
875,882,116.54195800000001,16.74161467,no stress,875-882-116.541958-16.74161467,0
749,761,88.95668914,10.60282067,no stress,749-761-88.95668914-10.60282067,0
694,691,37.41996087,9.066231307,no stress,694-691-37.41996087-9.066231307,0
781,780,46.95756493,12.62361566,no stress,781-780-46.95756493-12.62361566,0
827,833,72.98269367,21.31814283,no stress,827-833-72.98269367-21.31814283,0
777,786,81.8872768,9.792972166,no stress,777-786-81.8872768-9.792972166,0
838,845,69.19035434,13.97691565,time pressure,838-845-69.19035434-13.97691565,1
727,725,43.64604934,9.338906394,no stress,727-725-43.64604934-9.338906394,0
971,988,107.40472820000001,19.37691788,interruption,971-988-107.4047282-19.37691788,1
764,769,57.47685585,9.279489004,no stress,764-769-57.47685585-9.279489004,0
841,849,65.09291098,11.00376109,interruption,841-849-65.09291098-11.00376109,1
1170,1216,145.3313369,20.72373798,interruption,1170-1216-145.3313369-20.72373798,1
867,883,90.70996333,18.28424754,interruption,867-883-90.70996333-18.28424754,1
855,864,117.79005670000001,16.1618875,time pressure,855-864-117.7900567-16.1618875,1
830,811,116.46225159999999,13.54448177,no stress,830-811-116.4622516-13.54448177,0
872,861,51.55838841,8.676266692999999,interruption,872-861-51.55838841-8.676266693,1
953,959,66.23678478,11.96001859,time pressure,953-959-66.23678478-11.96001859,1
828,830,67.26254684,14.23885639,interruption,828-830-67.26254684-14.23885639,1
889,897,107.8775334,17.35602738,time pressure,889-897-107.8775334-17.35602738,1
754,757,79.28493399,10.53413939,no stress,754-757-79.28493399-10.53413939,0
1318,1653,534.6723502,12.709927,no stress,1318-1653-534.6723502-12.709927,0
805,812,59.65732486,14.42111258,interruption,805-812-59.65732486-14.42111258,1
787,783,80.1651927,12.10269858,interruption,787-783-80.1651927-12.10269858,1
803,806,74.61335769,20.25876832,no stress,803-806-74.61335769-20.25876832,0
726,720,69.40526898,22.77561625,no stress,726-720-69.40526898-22.77561625,0
639,614,102.0632806,8.437012483,no stress,639-614-102.0632806-8.437012483,0
1034,1019,207.5249844,20.73341161,interruption,1034-1019-207.5249844-20.73341161,1
853,874,79.95093979999999,11.54722269,no stress,853-874-79.9509398-11.54722269,0
1174,1220,146.00672680000002,20.17090633,interruption,1174-1220-146.0067268-20.17090633,1
1001,998,142.0042008,18.28231939,interruption,1001-998-142.0042008-18.28231939,1
757,765,100.452334,16.53297479,no stress,757-765-100.452334-16.53297479,0
867,872,91.61156958,21.39743251,interruption,867-872-91.61156958-21.39743251,1
818,794,212.98234159999998,20.6651773,time pressure,818-794-212.9823416-20.6651773,1
976,988,97.0516987,20.42238655,interruption,976-988-97.0516987-20.42238655,1
832,834,69.89507389,20.48306195,interruption,832-834-69.89507389-20.48306195,1
878,895,78.53574291,13.47818231,no stress,878-895-78.53574291-13.47818231,0
759,756,82.00760625,23.16625916,interruption,759-756-82.00760625-23.16625916,1
809,815,52.36202313,13.61235185,interruption,809-815-52.36202313-13.61235185,1
856,853,64.14392695,12.12117834,no stress,856-853-64.14392695-12.12117834,0
986,994,91.4265689,20.29290124,interruption,986-994-91.4265689-20.29290124,1
861,866,62.47023384,14.02894904,no stress,861-866-62.47023384-14.02894904,0
905,851,318.77373910000006,17.88229682,no stress,905-851-318.7737391-17.88229682,0
862,828,137.2696684,15.07027521,no stress,862-828-137.2696684-15.07027521,0
931,926,78.18065951,20.99659775,interruption,931-926-78.18065951-20.99659775,1
962,799,335.4548582,12.31445994,no stress,962-799-335.4548582-12.31445994,0
729,720,73.23618364,9.636105323999999,no stress,729-720-73.23618364-9.636105324,0
845,853,63.35235933,10.97470982,interruption,845-853-63.35235933-10.97470982,1
982,996,118.11620309999999,22.54953892,interruption,982-996-118.1162031-22.54953892,1
1010,882,364.34058239999996,15.69302243,interruption,1010-882-364.3405824-15.69302243,1
911,937,119.83758229999998,18.85316467,time pressure,911-937-119.8375823-18.85316467,1
744,754,92.16080618,14.03013578,no stress,744-754-92.16080618-14.03013578,0
952,952,56.85919759,12.21670582,no stress,952-952-56.85919759-12.21670582,0
922,865,258.8059789,18.97058063,interruption,922-865-258.8059789-18.97058063,1
795,800,66.90574947,13.425637599999998,no stress,795-800-66.90574947-13.4256376,0
863,860,71.32758528,15.44457827,no stress,863-860-71.32758528-15.44457827,0
901,906,74.61663629,11.65384375,no stress,901-906-74.61663629-11.65384375,0
733,736,61.28366769,10.21927935,no stress,733-736-61.28366769-10.21927935,0
863,867,62.28595464,14.19087619,no stress,863-867-62.28595464-14.19087619,0
829,839,79.74186598,19.5465168,interruption,829-839-79.74186598-19.5465168,1
814,820,81.35100629,10.87886643,no stress,814-820-81.35100629-10.87886643,0
673,669,128.1853893,16.58873417,no stress,673-669-128.1853893-16.58873417,0
1105,1105,124.3625604,18.52371645,time pressure,1105-1105-124.3625604-18.52371645,1
847,851,50.904055299999996,13.49369977,no stress,847-851-50.9040553-13.49369977,0
811,820,61.63164482,14.74188955,interruption,811-820-61.63164482-14.74188955,1
889,896,109.25670890000002,17.85723317,time pressure,889-896-109.2567089-17.85723317,1
952,951,117.9899453,15.751926600000001,no stress,952-951-117.9899453-15.7519266,0
918,926,97.85745937,19.54631246,no stress,918-926-97.85745937-19.54631246,0
840,841,58.75606442,12.78202012,time pressure,840-841-58.75606442-12.78202012,1
946,899,141.4394818,17.04275649,no stress,946-899-141.4394818-17.04275649,0
1043,1039,91.01938691,23.34952209,no stress,1043-1039-91.01938691-23.34952209,0
812,815,68.28366375,19.12624024,no stress,812-815-68.28366375-19.12624024,0
925,941,100.4958436,18.04918782,no stress,925-941-100.4958436-18.04918782,0
797,809,71.70743813,14.93457268,interruption,797-809-71.70743813-14.93457268,1
779,769,72.4999054,11.55049883,no stress,779-769-72.4999054-11.55049883,0
893,890,56.08982182,9.398291251,interruption,893-890-56.08982182-9.398291251,1
956,798,333.61863089999997,12.52288181,no stress,956-798-333.6186309-12.52288181,0
901,903,79.84799143,10.21221033,time pressure,901-903-79.84799143-10.21221033,1
730,724,73.7029589,9.414878359,no stress,730-724-73.7029589-9.414878359,0
927,942,134.0245361,15.89121118,no stress,927-942-134.0245361-15.89121118,0
886,889,91.68418008,13.78561895,time pressure,886-889-91.68418008-13.78561895,1
948,925,124.88388130000001,16.78126778,no stress,948-925-124.8838813-16.78126778,0
891,890,70.0885245,10.73183798,no stress,891-890-70.0885245-10.73183798,0
1020,1010,179.7188934,17.76908835,time pressure,1020-1010-179.7188934-17.76908835,1
935,964,286.782242,17.68999458,no stress,935-964-286.782242-17.68999458,0
946,981,171.6636221,17.368626100000004,time pressure,946-981-171.6636221-17.3686261,1
949,935,160.9806615,15.73125947,time pressure,949-935-160.9806615-15.73125947,1
930,924,69.35529851,12.23085441,no stress,930-924-69.35529851-12.23085441,0
724,725,57.57876698,9.430768769,no stress,724-725-57.57876698-9.430768769,0
787,794,114.29457450000001,13.29376243,interruption,787-794-114.2945745-13.29376243,1
997,999,79.77619688,21.85074373,interruption,997-999-79.77619688-21.85074373,1
906,906,61.31059085,10.63239302,no stress,906-906-61.31059085-10.63239302,0
832,832,58.58110081,14.54788974,interruption,832-832-58.58110081-14.54788974,1
720,720,52.0163185,9.124175746,no stress,720-720-52.0163185-9.124175746,0
805,809,69.08075793,18.42471485,no stress,805-809-69.08075793-18.42471485,0
983,994,86.89575244,18.23792115,time pressure,983-994-86.89575244-18.23792115,1
893,774,302.21548889999997,15.38852091,interruption,893-774-302.2154889-15.38852091,1
763,763,61.41700352,9.346388667000001,interruption,763-763-61.41700352-9.346388667,1
615,596,72.18187416,8.866904979,no stress,615-596-72.18187416-8.866904979,0
791,800,82.90453597,14.43377338,interruption,791-800-82.90453597-14.43377338,1
825,829,79.87750515,21.79942095,interruption,825-829-79.87750515-21.79942095,1
883,898,94.80160464,16.29288756,no stress,883-898-94.80160464-16.29288756,0
859,856,65.33000128,15.14256078,no stress,859-856-65.33000128-15.14256078,0
740,728,195.3723294,16.40248907,interruption,740-728-195.3723294-16.40248907,1
785,786,82.03840948,26.1417973,interruption,785-786-82.03840948-26.1417973,1
763,764,39.41221566,9.70162555,interruption,763-764-39.41221566-9.70162555,1
763,757,82.01946211,26.14898563,interruption,763-757-82.01946211-26.14898563,1
809,813,63.87433225,19.476825,no stress,809-813-63.87433225-19.476825,0
999,977,153.2118675,17.22943023,time pressure,999-977-153.2118675-17.22943023,1
769,776,142.8079166,12.48007409,interruption,769-776-142.8079166-12.48007409,1
804,807,69.14030232,18.37474783,no stress,804-807-69.14030232-18.37474783,0
901,886,106.6665655,14.6891667,no stress,901-886-106.6665655-14.6891667,0
933,928,70.06895323,12.38774893,no stress,933-928-70.06895323-12.38774893,0
806,809,94.21694394,11.72122881,interruption,806-809-94.21694394-11.72122881,1
781,775,52.41908517,11.99108277,no stress,781-775-52.41908517-11.99108277,0
1071,1087,122.10405,13.62886239,time pressure,1071-1087-122.10405-13.62886239,1
758,773,106.9219357,17.6337947,no stress,758-773-106.9219357-17.6337947,0
794,789,65.4327391,13.41227032,no stress,794-789-65.4327391-13.41227032,0
946,927,168.2865368,14.71561479,time pressure,946-927-168.2865368-14.71561479,1
885,864,228.8342935,17.16132923,no stress,885-864-228.8342935-17.16132923,0
665,658,47.53334454,9.215963749,no stress,665-658-47.53334454-9.215963749,0
948,954,125.5622001,20.29953247,no stress,948-954-125.5622001-20.29953247,0
980,991,102.6377969,14.74336751,time pressure,980-991-102.6377969-14.74336751,1
1109,1106,119.1641496,19.50781558,time pressure,1109-1106-119.1641496-19.50781558,1
866,881,88.79465572,18.50181182,interruption,866-881-88.79465572-18.50181182,1
730,728,61.426754200000005,12.81758329,no stress,730-728-61.4267542-12.81758329,0
806,818,108.98288170000001,14.23891343,time pressure,806-818-108.9828817-14.23891343,1
672,658,76.64401126,18.857322500000002,no stress,672-658-76.64401126-18.8573225,0
896,902,75.66670462,11.7208558,no stress,896-902-75.66670462-11.7208558,0
1034,1037,102.9889479,22.12691658,no stress,1034-1037-102.9889479-22.12691658,0
749,734,109.9041618,10.24934075,no stress,749-734-109.9041618-10.24934075,0
807,810,100.46058199999999,12.48102065,interruption,807-810-100.460582-12.48102065,1
632,620,63.87296043,12.84538422,interruption,632-620-63.87296043-12.84538422,1
1199,1217,284.7767383,12.40247297,interruption,1199-1217-284.7767383-12.40247297,1
880,901,106.49966529999999,14.93770272,time pressure,880-901-106.4996653-14.93770272,1
888,896,109.908643,17.804789899999996,time pressure,888-896-109.908643-17.8047899,1
818,816,55.14841893,18.79517697,no stress,818-816-55.14841893-18.79517697,0
747,746,56.18812873,9.853324622999999,interruption,747-746-56.18812873-9.853324623,1
723,713,74.34508844,22.03536333,no stress,723-713-74.34508844-22.03536333,0
940,922,121.5575053,16.35498863,no stress,940-922-121.5575053-16.35498863,0
867,913,138.270872,16.18222481,no stress,867-913-138.270872-16.18222481,0
949,948,57.16382806,12.13632637,no stress,949-948-57.16382806-12.13632637,0
870,776,303.643054,19.11126561,no stress,870-776-303.643054-19.11126561,0
828,831,67.13655193,21.36222137,interruption,828-831-67.13655193-21.36222137,1
662,668,154.3136569,14.06810198,no stress,662-668-154.3136569-14.06810198,0
828,842,121.4549105,11.56579004,no stress,828-842-121.4549105-11.56579004,0
871,854,82.93375893,12.02845224,no stress,871-854-82.93375893-12.02845224,0
923,799,329.7476504,19.2867492,interruption,923-799-329.7476504-19.2867492,1
869,873,56.34884688,13.79563653,time pressure,869-873-56.34884688-13.79563653,1
956,949,75.70451794,22.22583729,interruption,956-949-75.70451794-22.22583729,1
1098,1094,68.82565947,11.37766757,time pressure,1098-1094-68.82565947-11.37766757,1
725,719,125.49305679999999,10.17167429,no stress,725-719-125.4930568-10.17167429,0
828,854,95.44012561,15.36044846,no stress,828-854-95.44012561-15.36044846,0
969,961,81.69743108,10.5873327,no stress,969-961-81.69743108-10.5873327,0
782,789,59.74029519,8.050886252,no stress,782-789-59.74029519-8.050886252,0
